"id","title","year","description","director","type_id","rating","imagepath","imagename"
"478","The Lone Ranger","2013-07-03 00:00:00","The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7361394f634254365070646d3259444d6d4c367641484a684c444c2e6a7067.jpg"
"482","Race to Witch Mountain","2009-03-12 00:00:00","A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.",,"0","5.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f614d447851455a7646714c6635665a4556424c76685976715a51312e6a7067.jpg"
"483","Dear John","2010-02-04 00:00:00","Sergeant John Tyree is home on a 2 week leave from Germany. He meets Savannah after he dives into the ocean to retrieve Savannah's purse that had fallen off the pier. John falls in love with Savannah who is a student on spring break helping build a house for Habitat for Humanity. A romance occurs and Savannah falls deeply in love with John. She promises to write John overseas until he returns.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f3246656e3958734373636a7570474a556869327a6143764f6147642e6a7067.jpg"
"484","Thumbelina","1994-03-30 00:00:00","The tiny girl meets a fairy prince who saves her from the creatures of the woods.",,"0","6.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6a5377356b6648374e6f4946326977384837687979456c724a6b552e6a7067.jpg"
"485","The Addams Family","1991-11-22 00:00:00","Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6b50386357686336737065455461396f567649466f796a523571472e6a7067.jpg"
"486","The Little Mermaid","1989-11-15 00:00:00","This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.",,"0","6.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f756a6c5365336c6870314f4b6d46324c4e753677527057626469552e6a7067.jpg"
"487","Dolan's Cadillac","2009-12-01 00:00:00","A young man attempts to seek to avenge his wife's death after she is murdered by a Las Vegas mobster.",,"0","7.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f755a586c6d4156326357307a73426a7054614e477a5132487550582e6a7067.jpg"
"488","Oliver!","0000-00-00 00:00:00","Musical adaptation about an orphan who runs away from an orphanage and hooks up with a group of boys trained to be pickpockets by an elderly mentor.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f39634234644e53436e53524d554c59475957484d354d514e7445662e6a7067.jpg"
"489","The Iron Lady","2011-12-30 00:00:00","A look at the life of Margaret Thatcher (Meryl Streep), the former Prime Minister of the United Kingdom, with a focus on the price she paid for power.",,"0","6.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f65363774616c3475363665467a3879476e4a47544f3546595278592e6a7067.jpg"
"490","The Wee Man","2013-01-18 00:00:00","The true life story of the rise to power of Glasgow gangster Paul Ferris.",,"0","5.7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f336e677a44794730524732786b453149723051764638454a344f482e6a7067.jpg"
"492","2 Guns","2013-10-01 00:00:00","A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.",,"0","6.9","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f33306c4d3355767a7336484f47356c34687a6877785954576764332e6a7067.jpg"
"493","The Croods","2013-03-21 00:00:00","The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",,"0","6.8","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6d6f3457517842787336495537666d6b494f794d4f4c79473371712e6a7067.jpg"
"494","Big Trouble in Little China","1986-09-17 00:00:00","When trucker Jack Burton agreed to take his friend Wang Chi to pick up his fiancee at the airport, he never expected to get involved in a supernatural battle between good and evil. Wang's fiancee has emerald green eyes, which make her a perfect target for an immortal sorcerer named Lo Pan and his three invincible cronies. Lo Pan must marry a girl with green eyes so he can regain his physical form.",,"0","6.6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f796f726a485465576175516438315165576f714d4148584163436a2e6a7067.jpg"
"495","After Earth","2013-05-30 00:00:00","One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",,"0","5.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7055434b3632614844554a596343585576644d4b6b7233644a6d782e6a7067.jpg"
"496","Setup","2011-11-04 00:00:00","A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands, Sonny seeks out his revenge teaming up with the most dangerous mob boss in town to get back what is rightfully his. When he finally comes face to face with his longtime friend he will be forced to make a life changing choice.",,"0","5.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f68534532545a71463678343645786f36457435614371505774656a2e6a7067.jpg"
"497","Now You See Me","2013-05-31 00:00:00","Four magicians each answer a mysterious summons to an obscure address with secrets inside. A year later, they are the Four Horseman, big time stage illusionists who climax their sold out Las Vegas show with a bank apparently robbed for real. This puts agents Dylan Rhodes of the FBI and Alma Vargas of Interpol on the case to find out how they did it. However, this mystery proves difficult to solve even with the insights of the professional illusion exposer, Thaddeus Bradley. What follows is a bizarre investigation where nothing is what it seems with illusions, dark secrets and hidden agendas galore as all involved are reminded of a great truth in this puzzle: the closer you look, the less you see.",,"0","7","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f4130366539594a357279335758454946494144316d4b427863755a2e6a7067.jpg"
"498","Extracted","2012-03-10 00:00:00","Thomas Jacobs invents a way to watch people's memories from the inside. Going against his morals, he accepts an offer to enter a heroin addict's memories to literally see if he committed a crime. However,a malfunction causes his consciousness to become trapped inside the criminal's mind. He remains a prisoner in the addict's memories for more than four years until he discovers the possibility of escape.",,"0","6.3","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6677495569727433476b6f6178584c474668504d6247495a4f67362e6a7067.jpg"
"499","Super 8","2011-06-08 00:00:00","In the summer of 1979, a group of friends in a small Ohio town witness a catastrophic train crash while making a super 8 movie and soon suspect that it was not an accident. Shortly after, unusual disappearances and inexplicable events begin to take place in town, and the local Deputy tries to uncover the truth – something more terrifying than any of them could have imagined.",,"0","6.1","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f63774f397333574b5a78596176504553335257436d516436674c432e6a7067.jpg"
"500","Field of Dreams","1989-04-21 00:00:00","Ray Kinsella is an Iowa farmer who hears a mysterious voice telling him to turn his cornfield into a baseball diamond. He does, but the voice's directions don't stop -- even after the spirits of deceased ballplayers turn up to play.",,"0","7.2","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f70733542385a4e534676714c637a443565345968337768563636422e6a7067.jpg"
"501","Fantastic Voyage","0000-00-00 00:00:00","The science of miniaturization has been unlocked, and the army has big plans. But when a scientist carrying the secret of the process is injured in a surprise attack, a life-threatening blood clot puts him into a coma. Now, a team of adventurers will have to use the technology to travel inside his body and destroy the clot.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f685a525967687572786956587a6b5365304a4c746649614f774d302e6a7067.jpg"
"502","Hot Shots! Part Deux","1993-05-21 00:00:00","Topper Harley is found to be working as an odd-job-man in a monastery. The CIA want him to lead a rescue mission into Iraq, to rescue the last rescue team, who went in to rescue the last rescue team who... who went in to rescue hostages left behind after Desert Storm.",,"0","6","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f7836795646553831354f326335597063496757654b373839495a392e6a7067.jpg"
"503","White House Down","2013-06-28 00:00:00","Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",,"0","6.4","/home/geoffreyc/domains/mark.geoffreyc.co.uk/public_html/resources/images/posters/","687474703a2f2f6366322e696d676f626a6563742e636f6d2f742f702f773530302f6e6959646e7a6b727442647552356c4b7466654c584b584e6154542e6a7067.jpg"
